time,x,y
2024-02-02 16:58:55.502139,55,43
2024-02-02 16:58:55.629651,56,43
2024-02-02 16:58:55.630627,57,43
2024-02-02 16:58:55.631600,57,43
2024-02-02 16:58:55.631600,58,43
2024-02-02 16:58:56.110397,59,43
2024-02-02 16:58:56.468923,38,43
2024-02-02 16:58:56.470875,38,43
2024-02-02 16:58:56.471849,39,43
2024-02-02 16:58:56.842200,69,43
2024-02-02 16:58:56.843857,70,43
2024-02-02 16:58:56.843857,69,43
2024-02-02 16:58:57.941557,56,43
2024-02-02 16:58:57.942529,58,43
2024-02-02 16:58:57.943504,58,43
2024-02-02 16:58:57.944486,57,43
2024-02-02 16:58:58.843988,51,43
2024-02-02 16:58:58.850802,52,43
2024-02-02 16:58:58.852748,52,43
2024-02-02 16:58:58.852748,52,43
2024-02-02 16:58:59.836203,58,43
2024-02-02 16:58:59.837175,59,43
2024-02-02 16:58:59.837175,59,43
2024-02-02 16:59:00.704756,59,43
2024-02-02 16:59:00.705853,58,43
2024-02-02 16:59:00.838393,47,43
2024-02-02 16:59:00.839365,48,43
2024-02-02 16:59:00.841955,48,43
2024-02-02 16:59:00.842944,46,43
2024-02-02 16:59:01.493328,45,43
2024-02-02 16:59:01.628693,46,43
2024-02-02 16:59:01.629658,46,43
2024-02-02 16:59:01.629658,46,43
2024-02-02 16:59:02.267049,44,43
2024-02-02 16:59:03.256227,39,43
2024-02-02 16:59:03.257209,39,43
2024-02-02 16:59:03.257209,38,43
2024-02-02 16:59:03.377878,69,43
2024-02-02 16:59:03.378850,75,94
2024-02-02 16:59:04.593155,76,44
2024-02-02 16:59:04.594145,77,43
2024-02-02 16:59:04.594145,77,43
2024-02-02 16:59:04.594145,76,43
2024-02-02 16:59:04.740806,32,43
2024-02-02 16:59:04.741779,31,43
2024-02-02 16:59:04.743726,31,43
2024-02-02 16:59:04.744699,31,43
2024-02-02 16:59:05.057289,31,43
2024-02-02 16:59:05.058263,32,43
2024-02-02 16:59:05.058263,32,43
2024-02-02 16:59:05.059287,34,43
2024-02-02 16:59:05.268373,59,43
2024-02-02 16:59:05.694579,28,43
2024-02-02 16:59:05.695559,28,43
2024-02-02 16:59:05.696532,28,43
2024-02-02 16:59:05.696532,29,43
2024-02-02 16:59:05.942235,71,43
2024-02-02 16:59:06.723790,33,43
2024-02-02 16:59:06.724767,33,43
2024-02-02 16:59:06.725741,33,43
2024-02-02 16:59:06.726726,33,43
2024-02-02 16:59:06.901076,33,43
2024-02-02 16:59:06.902094,33,43
2024-02-02 16:59:06.902094,34,43
2024-02-02 16:59:07.004033,41,43
2024-02-02 16:59:07.005109,43,43
2024-02-02 16:59:07.006085,44,43
2024-02-02 16:59:07.131601,45,43
2024-02-02 16:59:07.132575,45,43
2024-02-02 16:59:07.132575,45,43
2024-02-02 16:59:07.132575,45,43
2024-02-02 16:59:07.335823,45,43
2024-02-02 16:59:08.824033,62,43
2024-02-02 16:59:08.824033,62,43
2024-02-02 16:59:08.825538,62,43
2024-02-02 16:59:09.099567,50,43
2024-02-02 16:59:09.099567,50,43
2024-02-02 16:59:09.101127,50,43
2024-02-02 16:59:09.101127,50,43
2024-02-02 16:59:09.338463,50,43
2024-02-02 16:59:09.339854,50,43
2024-02-02 16:59:09.339854,50,43
2024-02-02 16:59:09.340829,50,43
2024-02-02 16:59:09.466232,50,43
2024-02-02 16:59:09.467206,49,43
2024-02-02 16:59:09.467206,49,43
2024-02-02 16:59:09.468180,49,43
2024-02-02 16:59:09.569150,49,43
2024-02-02 16:59:09.570123,49,43
2024-02-02 16:59:09.572070,49,43
2024-02-02 16:59:09.685379,49,43
2024-02-02 16:59:09.686353,49,43
2024-02-02 16:59:09.686353,49,43
2024-02-02 16:59:09.792886,49,43
2024-02-02 16:59:09.793961,49,43
2024-02-02 16:59:09.793961,49,43
2024-02-02 16:59:09.795098,49,93
2024-02-02 16:59:09.901688,49,43
2024-02-02 16:59:09.901688,49,43
2024-02-02 16:59:09.902673,49,43
2024-02-02 16:59:10.009241,49,43
2024-02-02 16:59:10.010214,49,43
2024-02-02 16:59:10.010214,49,43
2024-02-02 16:59:10.400522,49,43
2024-02-02 16:59:10.403028,49,43
2024-02-02 16:59:10.403028,49,43
2024-02-02 16:59:10.404009,49,43
2024-02-02 16:59:10.500922,49,43
2024-02-02 16:59:10.502502,49,43
2024-02-02 16:59:10.502502,49,43
2024-02-02 16:59:10.883927,49,43
2024-02-02 16:59:10.884899,49,43
2024-02-02 16:59:10.885873,49,43
2024-02-02 16:59:10.888263,49,43
2024-02-02 16:59:11.000885,49,43
2024-02-02 16:59:11.001890,49,43
2024-02-02 16:59:11.001890,49,43
2024-02-02 16:59:11.002882,49,43
2024-02-02 16:59:11.474329,49,43
2024-02-02 16:59:11.474329,49,43
2024-02-02 16:59:11.475951,49,43
2024-02-02 16:59:11.753373,49,43
2024-02-02 16:59:11.754349,49,43
2024-02-02 16:59:11.754349,49,43
2024-02-02 16:59:11.755307,49,93
2024-02-02 16:59:11.879844,49,43
2024-02-02 16:59:11.880810,49,43
2024-02-02 16:59:11.882756,49,43
2024-02-02 16:59:11.882756,49,43
2024-02-02 16:59:12.116931,49,43
2024-02-02 16:59:12.117904,49,43
2024-02-02 16:59:12.117904,49,43
2024-02-02 16:59:12.341896,49,43
2024-02-02 16:59:12.341896,49,43
2024-02-02 16:59:12.343498,49,43
2024-02-02 16:59:12.612232,49,43
2024-02-02 16:59:12.613314,49,43
2024-02-02 16:59:12.613314,49,43
2024-02-02 16:59:12.614289,49,43
2024-02-02 16:59:13.148622,49,43
2024-02-02 16:59:13.149595,49,43
2024-02-02 16:59:13.149595,49,43
2024-02-02 16:59:13.150569,99,96
2024-02-02 16:59:13.283102,49,43
2024-02-02 16:59:13.284066,49,43
2024-02-02 16:59:13.284066,49,43
2024-02-02 16:59:13.285040,49,43
2024-02-02 16:59:13.614304,49,43
2024-02-02 16:59:13.616260,49,43
2024-02-02 16:59:13.617232,49,43
2024-02-02 16:59:13.741912,49,43
2024-02-02 16:59:13.742885,49,43
2024-02-02 16:59:13.743858,49,43
2024-02-02 16:59:13.743858,49,46
2024-02-02 16:59:14.148817,49,43
2024-02-02 16:59:14.149798,49,43
2024-02-02 16:59:14.152714,49,43
2024-02-02 16:59:14.417523,49,43
2024-02-02 16:59:14.417523,49,43
2024-02-02 16:59:14.419146,49,43
2024-02-02 16:59:14.420120,49,43
2024-02-02 16:59:14.555351,49,43
2024-02-02 16:59:14.556334,49,43
2024-02-02 16:59:14.557300,49,43
2024-02-02 16:59:14.557300,49,43
2024-02-02 16:59:14.959673,49,43
2024-02-02 16:59:14.960638,49,43
2024-02-02 16:59:14.961611,49,43
2024-02-02 16:59:14.961611,49,43
2024-02-02 16:59:15.086150,49,43
2024-02-02 16:59:15.087120,49,43
2024-02-02 16:59:15.088092,49,43
2024-02-02 16:59:15.089721,49,43
2024-02-02 16:59:15.220598,49,43
2024-02-02 16:59:15.222544,49,43
2024-02-02 16:59:15.222544,49,43
2024-02-02 16:59:15.223518,49,43
2024-02-02 16:59:15.456948,49,43
2024-02-02 16:59:15.457922,49,43
2024-02-02 16:59:15.457922,49,43
2024-02-02 16:59:15.585527,49,43
2024-02-02 16:59:15.586499,49,43
2024-02-02 16:59:15.586499,49,43
2024-02-02 16:59:15.587474,49,43
2024-02-02 16:59:15.824960,49,43
2024-02-02 16:59:15.825933,49,43
2024-02-02 16:59:15.826907,49,43
2024-02-02 16:59:15.827876,49,93
2024-02-02 16:59:15.944122,49,43
2024-02-02 16:59:15.945097,49,43
2024-02-02 16:59:15.945097,49,43
2024-02-02 16:59:15.946605,99,93
2024-02-02 16:59:16.054818,49,43
2024-02-02 16:59:16.055792,49,43
2024-02-02 16:59:16.056765,49,43
2024-02-02 16:59:16.186026,49,43
2024-02-02 16:59:16.187000,49,43
2024-02-02 16:59:16.187000,49,43
2024-02-02 16:59:16.187973,49,43
2024-02-02 16:59:16.430411,49,43
2024-02-02 16:59:16.431384,49,43
2024-02-02 16:59:16.431384,49,43
2024-02-02 16:59:16.695757,49,43
2024-02-02 16:59:16.696733,49,43
2024-02-02 16:59:16.696733,49,43
2024-02-02 16:59:16.697706,49,43
2024-02-02 16:59:16.827619,49,43
2024-02-02 16:59:16.828583,49,43
2024-02-02 16:59:16.829558,49,43
2024-02-02 16:59:16.829558,49,43
2024-02-02 16:59:17.216438,49,43
2024-02-02 16:59:17.217947,49,43
2024-02-02 16:59:17.218236,49,43
2024-02-02 16:59:17.218236,99,43
2024-02-02 16:59:17.318835,49,43
2024-02-02 16:59:17.320778,49,43
2024-02-02 16:59:17.322384,49,43
2024-02-02 16:59:17.422460,49,43
2024-02-02 16:59:17.423434,49,43
2024-02-02 16:59:17.424412,49,43
2024-02-02 16:59:17.521160,49,43
2024-02-02 16:59:17.522146,49,43
2024-02-02 16:59:17.522146,49,43
2024-02-02 16:59:17.630889,49,43
2024-02-02 16:59:17.631858,49,43
2024-02-02 16:59:17.631858,49,43
2024-02-02 16:59:17.751643,49,43
2024-02-02 16:59:17.752617,49,43
2024-02-02 16:59:17.753583,49,43
2024-02-02 16:59:17.754557,49,43
2024-02-02 16:59:18.034360,49,43
2024-02-02 16:59:18.037275,49,43
2024-02-02 16:59:18.038246,49,43
2024-02-02 16:59:18.040193,49,43
2024-02-02 16:59:18.301064,49,43
2024-02-02 16:59:18.302039,49,43
2024-02-02 16:59:18.303626,49,43
2024-02-02 16:59:18.305580,99,43
2024-02-02 16:59:18.417535,49,43
2024-02-02 16:59:18.418638,49,43
2024-02-02 16:59:18.418638,49,43
2024-02-02 16:59:18.418638,49,43
2024-02-02 16:59:18.518135,49,43
2024-02-02 16:59:18.519102,49,43
2024-02-02 16:59:18.519102,49,43
2024-02-02 16:59:18.628339,49,43
2024-02-02 16:59:18.629311,49,43
2024-02-02 16:59:18.631256,49,43
2024-02-02 16:59:18.757861,49,43
2024-02-02 16:59:18.758829,49,43
2024-02-02 16:59:18.758829,49,43
2024-02-02 16:59:18.759801,49,93
2024-02-02 16:59:18.891337,49,43
2024-02-02 16:59:18.892324,49,43
2024-02-02 16:59:18.892324,49,43
2024-02-02 16:59:18.893286,49,43
2024-02-02 16:59:19.268937,49,43
2024-02-02 16:59:19.270883,49,43
2024-02-02 16:59:19.272610,49,43
2024-02-02 16:59:19.394132,49,43
2024-02-02 16:59:19.395106,49,43
2024-02-02 16:59:19.396080,49,43
2024-02-02 16:59:19.396080,99,96
2024-02-02 16:59:19.522817,49,43
2024-02-02 16:59:19.525626,49,43
2024-02-02 16:59:19.526600,49,43
2024-02-02 16:59:19.529518,49,43
2024-02-02 16:59:19.759377,49,43
2024-02-02 16:59:19.761322,49,43
2024-02-02 16:59:19.762294,49,43
2024-02-02 16:59:19.763267,49,43
2024-02-02 16:59:19.862451,49,43
2024-02-02 16:59:19.863415,49,43
2024-02-02 16:59:19.864388,49,43
2024-02-02 16:59:19.989137,49,43
2024-02-02 16:59:19.991082,49,43
2024-02-02 16:59:19.992063,49,43
2024-02-02 16:59:19.993036,49,43
2024-02-02 16:59:20.106940,49,43
2024-02-02 16:59:20.107913,49,43
2024-02-02 16:59:20.107913,49,43
2024-02-02 16:59:20.461395,49,43
2024-02-02 16:59:20.463342,49,43
2024-02-02 16:59:20.464315,49,43
2024-02-02 16:59:20.577568,49,43
2024-02-02 16:59:20.578543,49,43
2024-02-02 16:59:20.578543,49,43
2024-02-02 16:59:20.836275,49,43
2024-02-02 16:59:20.837250,49,43
2024-02-02 16:59:20.837250,49,43
2024-02-02 16:59:20.838222,49,43
2024-02-02 16:59:21.101647,49,43
2024-02-02 16:59:21.102622,49,43
2024-02-02 16:59:21.102622,49,43
2024-02-02 16:59:21.102622,49,43
2024-02-02 16:59:21.228273,49,43
2024-02-02 16:59:21.230218,49,43
2024-02-02 16:59:21.231198,49,43
2024-02-02 16:59:21.233091,99,93
2024-02-02 16:59:21.328291,49,43
2024-02-02 16:59:21.329266,49,43
2024-02-02 16:59:21.329266,49,43
2024-02-02 16:59:21.584658,49,43
2024-02-02 16:59:21.585630,49,43
2024-02-02 16:59:21.586603,49,43
2024-02-02 16:59:21.587576,49,43
2024-02-02 16:59:21.699925,49,43
2024-02-02 16:59:21.700899,49,43
2024-02-02 16:59:21.701873,49,43
2024-02-02 16:59:21.703456,49,43
2024-02-02 16:59:21.830131,49,43
2024-02-02 16:59:21.831106,49,43
2024-02-02 16:59:21.831106,49,43
2024-02-02 16:59:21.832078,49,43
2024-02-02 16:59:22.106916,49,43
2024-02-02 16:59:22.107881,49,43
2024-02-02 16:59:22.108854,49,43
2024-02-02 16:59:22.108854,49,43
2024-02-02 16:59:22.233509,49,43
2024-02-02 16:59:22.234483,49,43
2024-02-02 16:59:22.236430,49,43
2024-02-02 16:59:22.236430,49,43
2024-02-02 16:59:22.333060,49,43
2024-02-02 16:59:22.333987,49,43
2024-02-02 16:59:22.333987,49,43
2024-02-02 16:59:22.669246,49,43
2024-02-02 16:59:22.671190,49,43
2024-02-02 16:59:22.672168,49,43
2024-02-02 16:59:23.015751,49,43
2024-02-02 16:59:23.016777,49,43
2024-02-02 16:59:23.016777,49,43
2024-02-02 16:59:23.271395,49,43
2024-02-02 16:59:23.272370,49,43
2024-02-02 16:59:23.272370,49,43
2024-02-02 16:59:23.272370,99,96
2024-02-02 16:59:23.378416,49,43
2024-02-02 16:59:23.380029,49,43
2024-02-02 16:59:23.383929,49,43
2024-02-02 16:59:23.890764,49,43
2024-02-02 16:59:23.892566,49,43
2024-02-02 16:59:23.893543,49,43
2024-02-02 16:59:24.574408,49,43
2024-02-02 16:59:24.575382,49,43
2024-02-02 16:59:24.575382,49,43
2024-02-02 16:59:24.905811,49,43
2024-02-02 16:59:24.906786,49,43
2024-02-02 16:59:24.906786,49,43
2024-02-02 16:59:24.909295,49,43
2024-02-02 16:59:25.116832,49,43
2024-02-02 16:59:25.117861,49,43
2024-02-02 16:59:25.118871,49,43
2024-02-02 16:59:25.245164,49,43
2024-02-02 16:59:25.246136,49,43
2024-02-02 16:59:25.246136,49,43
2024-02-02 16:59:25.247108,49,43
2024-02-02 16:59:25.393987,49,43
2024-02-02 16:59:25.394961,49,43
2024-02-02 16:59:25.394961,49,43
2024-02-02 16:59:25.395934,49,43
2024-02-02 16:59:25.512251,49,43
2024-02-02 16:59:25.513759,49,43
2024-02-02 16:59:25.513759,49,43
2024-02-02 16:59:25.515735,49,43
2024-02-02 16:59:25.658281,49,43
2024-02-02 16:59:25.659247,49,43
2024-02-02 16:59:25.659247,49,43
2024-02-02 16:59:25.659247,49,96
2024-02-02 16:59:25.788517,49,43
2024-02-02 16:59:25.788517,49,43
2024-02-02 16:59:25.789492,49,43
2024-02-02 16:59:25.789492,99,43
2024-02-02 16:59:25.905866,49,43
2024-02-02 16:59:25.906834,49,43
2024-02-02 16:59:25.906834,49,43
2024-02-02 16:59:25.907799,49,43
2024-02-02 16:59:26.118181,49,43
2024-02-02 16:59:26.119188,49,43
2024-02-02 16:59:26.119778,49,43
2024-02-02 16:59:26.254955,49,43
2024-02-02 16:59:26.255931,49,43
2024-02-02 16:59:26.255931,49,43
2024-02-02 16:59:26.256914,49,43
2024-02-02 16:59:26.514293,49,43
2024-02-02 16:59:26.515261,49,43
2024-02-02 16:59:26.516828,49,43
2024-02-02 16:59:26.517809,49,43
2024-02-02 16:59:26.648148,49,43
2024-02-02 16:59:26.649117,49,43
2024-02-02 16:59:26.649117,49,43
2024-02-02 16:59:26.650083,49,43
2024-02-02 16:59:26.755338,49,43
2024-02-02 16:59:26.755338,49,43
2024-02-02 16:59:26.758017,49,43
2024-02-02 16:59:26.995066,49,43
2024-02-02 16:59:26.996033,49,43
2024-02-02 16:59:26.996033,49,43
2024-02-02 16:59:27.123984,49,43
2024-02-02 16:59:27.124949,49,43
2024-02-02 16:59:27.125922,49,43
2024-02-02 16:59:27.125922,49,43
2024-02-02 16:59:27.249703,49,43
2024-02-02 16:59:27.250673,49,43
2024-02-02 16:59:27.253587,49,43
2024-02-02 16:59:27.254560,49,43
2024-02-02 16:59:27.351616,49,43
2024-02-02 16:59:27.351616,49,43
2024-02-02 16:59:27.353315,49,43
2024-02-02 16:59:27.477334,49,43
2024-02-02 16:59:27.477334,49,43
2024-02-02 16:59:27.477334,49,43
2024-02-02 16:59:27.478920,49,43
2024-02-02 16:59:27.587061,49,43
2024-02-02 16:59:27.588034,49,43
2024-02-02 16:59:27.588034,49,43
2024-02-02 16:59:27.793365,49,43
2024-02-02 16:59:27.794340,49,43
2024-02-02 16:59:27.794340,49,43
2024-02-02 16:59:27.901607,49,43
2024-02-02 16:59:27.902589,49,43
2024-02-02 16:59:27.902589,49,43
2024-02-02 16:59:28.147667,49,43
2024-02-02 16:59:28.148649,49,43
2024-02-02 16:59:28.149616,49,43
2024-02-02 16:59:28.149616,99,43
2024-02-02 16:59:28.250766,49,43
2024-02-02 16:59:28.250766,49,43
2024-02-02 16:59:28.252276,49,43
2024-02-02 16:59:28.605596,49,43
2024-02-02 16:59:28.606564,49,43
2024-02-02 16:59:28.608206,49,43
2024-02-02 16:59:28.718792,49,43
2024-02-02 16:59:28.719801,49,43
2024-02-02 16:59:28.719801,49,43
2024-02-02 16:59:28.720790,49,43
2024-02-02 16:59:28.830196,49,43
2024-02-02 16:59:28.831162,49,43
2024-02-02 16:59:28.832136,49,43
2024-02-02 16:59:28.943955,49,43
2024-02-02 16:59:28.943955,49,43
2024-02-02 16:59:28.944927,49,43
2024-02-02 16:59:29.184265,49,43
2024-02-02 16:59:29.185241,49,43
2024-02-02 16:59:29.185241,49,43
2024-02-02 16:59:29.185241,49,43
2024-02-02 16:59:29.316145,49,43
2024-02-02 16:59:29.317119,49,43
2024-02-02 16:59:29.319065,49,43
2024-02-02 16:59:29.320073,49,43
2024-02-02 16:59:29.415452,49,43
2024-02-02 16:59:29.416417,49,43
2024-02-02 16:59:29.416417,49,43
2024-02-02 16:59:29.533022,49,43
2024-02-02 16:59:29.533988,49,43
2024-02-02 16:59:29.533988,49,43
2024-02-02 16:59:29.664393,49,43
2024-02-02 16:59:29.665367,49,43
2024-02-02 16:59:29.665367,49,43
2024-02-02 16:59:29.668288,99,46
2024-02-02 16:59:29.928407,49,43
2024-02-02 16:59:29.929381,49,43
2024-02-02 16:59:29.930353,49,43
2024-02-02 16:59:29.930353,49,96
2024-02-02 16:59:30.063793,49,43
2024-02-02 16:59:30.064760,49,43
2024-02-02 16:59:30.065737,49,43
2024-02-02 16:59:30.066706,49,93
2024-02-02 16:59:30.397974,49,43
2024-02-02 16:59:30.398948,49,43
2024-02-02 16:59:30.398948,49,43
2024-02-02 16:59:30.398948,49,43
2024-02-02 16:59:30.529665,49,43
2024-02-02 16:59:30.531616,49,43
2024-02-02 16:59:30.532587,49,43
2024-02-02 16:59:30.533562,49,43
2024-02-02 16:59:30.662486,49,43
2024-02-02 16:59:30.662486,49,43
2024-02-02 16:59:30.663459,49,43
2024-02-02 16:59:30.663459,49,46
2024-02-02 16:59:30.763347,49,43
2024-02-02 16:59:30.764328,49,43
2024-02-02 16:59:30.765295,49,43
2024-02-02 16:59:30.876547,49,43
2024-02-02 16:59:30.878493,49,43
2024-02-02 16:59:30.878493,49,43
2024-02-02 16:59:31.130690,49,43
2024-02-02 16:59:31.131655,49,43
2024-02-02 16:59:31.131655,49,43
2024-02-02 16:59:31.132639,49,43
2024-02-02 16:59:31.260435,49,43
2024-02-02 16:59:31.262383,49,43
2024-02-02 16:59:31.263358,49,43
2024-02-02 16:59:31.264331,49,43
2024-02-02 16:59:31.393634,49,43
2024-02-02 16:59:31.394608,49,43
2024-02-02 16:59:31.394608,49,43
2024-02-02 16:59:31.394608,49,43
2024-02-02 16:59:31.523659,49,43
2024-02-02 16:59:31.525602,49,43
2024-02-02 16:59:31.528520,49,43
2024-02-02 16:59:31.530468,49,43
2024-02-02 16:59:31.624712,49,43
2024-02-02 16:59:31.625658,49,43
